ID;Age;Experience;Income;PostCode;Family;CBAvg;Education;CustomerCode;Mortgage;SecuritiesAcc;DepositAcc;OnlineBanking;CreditCard;dateReq;LoanAmount;PersonalLoan
1041;36;6;78;21107;4;1.80;3;320768;163;0;0;0;0;21/10/2022;10;0
1042;56;32;51;22780;4;1.50;1;322165;0;0;0;0;0;21/10/2022;10;0
1043;64;34;50;25616;4;1.67;3;324647;0;0;0;1;0;21/10/2022;10;0
1044;51;27;21;25630;3;0.40;1;324755;0;0;0;1;0;21/10/2022;20;0
1046;43;18;84;22026;1;4.00;3;321377;0;0;0;0;0;21/10/2022;25;0
1047;51;26;34;24105;4;0.40;2;322948;0;0;0;0;0;21/10/2022;25;0
1048;55;31;73;24143;4;1.60;2;323143;0;0;0;0;0;21/10/2022;10;0
1049;62;37;90;25747;3;0.50;1;324789;0;0;0;1;0;21/10/2022;20;0
1050;35;10;23;24501;4;0.20;3;323529;0;0;0;1;0;21/10/2022;10;0
1052;33;7;54;22886;4;0.20;1;322254;141;1;0;0;0;21/10/2022;25;0
1054;58;32;51;25812;1;2.80;2;324825;0;0;0;1;0;21/10/2022;10;0
1055;63;38;8;25136;4;0.60;2;324490;0;0;0;1;0;21/10/2022;10;0
1056;31;6;62;25630;1;1.00;1;324756;0;1;0;1;0;21/10/2022;25;0
1057;36;6;25;25020;1;0.67;3;324205;0;0;0;1;0;21/10/2022;10;0
1058;30;0;63;25503;2;1.75;3;324587;0;0;0;1;0;21/10/2022;25;0
1059;59;34;24;24105;2;0.20;3;322949;86;0;0;1;0;21/10/2022;25;0
1062;47;22;33;21105;1;1.40;3;320756;0;0;0;1;0;21/10/2022;25;0
1063;47;21;83;22220;1;3.80;1;321800;97;0;0;0;0;21/10/2022;15;1
1065;41;17;138;25008;3;6.90;2;324159;0;0;0;1;0;21/10/2022;10;1
1067;30;5;125;20016;4;0.50;3;320029;0;0;1;1;0;21/10/2022;20;1
1068;50;24;195;25035;1;1.70;1;324266;0;0;0;0;0;22/10/2022;25;0
1069;34;9;105;20035;3;1.20;3;320228;0;1;0;0;0;22/10/2022;25;0
1070;44;18;75;21203;2;3.50;1;320816;0;0;0;1;0;22/10/2022;20;1
1071;36;9;40;20840;2;1.00;2;320690;0;0;0;1;0;22/10/2022;20;0
1072;39;14;61;24005;3;0.50;3;322685;137;0;0;1;0;22/10/2022;20;0
1073;54;24;75;20082;2;4.50;3;320340;0;0;0;0;0;22/10/2022;25;0
1076;41;15;59;20024;4;0.20;3;320050;0;0;0;0;0;22/10/2022;15;0
1077;40;13;24;24608;3;1.00;2;323824;0;0;0;1;0;22/10/2022;25;0
1078;29;3;175;20025;3;3.30;3;320104;329;0;0;1;0;22/10/2022;10;1
1080;54;30;145;24521;2;6.80;1;323572;0;1;0;0;0;22/10/2022;25;0
1081;47;22;24;20717;4;0.40;2;320643;142;0;0;1;0;22/10/2022;25;0
1082;53;28;20;24080;3;0.10;2;322878;0;0;0;0;0;22/10/2022;20;0
1083;30;5;85;24115;1;2.60;2;323037;0;0;0;1;0;22/10/2022;25;0
1084;28;3;65;25014;3;2.60;3;324181;0;1;0;0;0;22/10/2022;25;0
1085;60;35;191;23407;4;5.60;3;322582;0;0;0;0;0;22/10/2022;20;1
1086;51;26;11;22612;2;0.00;1;321947;0;1;0;0;0;22/10/2022;20;0
1087;63;37;40;24024;2;1.00;3;322746;167;0;0;0;0;22/10/2022;20;0
1088;38;13;54;22028;3;0.70;2;321392;196;0;0;0;0;22/10/2022;25;0
1090;53;29;94;22103;4;1.00;2;321534;0;0;0;1;0;22/10/2022;25;0
1091;31;5;79;24720;4;2.20;2;324007;0;0;0;0;0;22/10/2022;15;0
1093;25;1;70;22120;4;2.60;1;321588;0;1;0;1;0;22/10/2022;10;0
1094;27;3;40;24550;3;0.10;2;323701;111;0;0;1;0;22/10/2022;20;0
1096;50;25;43;22122;1;1.40;3;321650;137;0;0;1;0;22/10/2022;25;0
1097;43;18;29;20245;1;0.30;3;320434;0;0;0;1;0;22/10/2022;15;0
1100;30;6;52;22717;3;0.70;2;322143;0;0;0;1;0;22/10/2022;25;0
1101;42;16;13;21711;1;0.20;1;321144;0;0;0;1;0;22/10/2022;25;0
1102;42;17;95;20025;3;0.50;3;320105;0;0;0;0;0;22/10/2022;25;0
1103;29;3;84;25023;1;2.90;3;324220;0;0;0;1;0;22/10/2022;25;0
1104;38;14;49;20037;1;1.80;1;320242;0;0;0;0;0;22/10/2022;15;0
1107;37;13;70;22101;2;2.70;1;321523;0;0;0;0;0;22/10/2022;20;0
1110;65;41;121;22126;2;2.10;1;321693;0;0;0;1;0;22/10/2022;20;0
1111;58;33;34;22028;3;0.20;1;321393;83;0;0;1;0;22/10/2022;25;0
1112;54;28;183;20071;1;1.00;1;320319;442;0;0;0;0;22/10/2022;25;0
1116;51;24;84;24117;3;2.00;2;323057;0;0;0;0;0;22/10/2022;25;0
1120;41;16;79;26064;1;1.00;3;324986;233;0;0;1;0;22/10/2022;15;0
1123;32;7;38;20041;1;1.00;1;320246;0;0;0;1;0;22/10/2022;15;0
1124;46;20;91;22521;4;2.60;3;321908;0;0;0;0;0;22/10/2022;20;0
1126;37;13;172;25003;2;6.50;1;324146;0;0;0;0;0;22/10/2022;25;0
1129;30;5;171;24025;2;1.90;2;322765;0;0;0;0;0;22/10/2022;25;1
1131;58;32;191;24402;1;2.90;1;323514;0;0;0;0;0;22/10/2022;10;0
1132;57;27;90;21702;2;4.50;3;321120;0;0;0;1;0;22/10/2022;20;0
1134;31;4;28;24126;1;2.00;2;323103;0;0;0;0;0;22/10/2022;15;0
1135;39;14;42;25616;1;2.50;3;324648;0;0;0;1;0;22/10/2022;25;0
1136;57;33;9;23106;1;0.10;2;322356;91;1;0;1;0;22/10/2022;10;0
1137;47;21;65;24086;1;1.50;2;322908;0;1;0;1;0;22/10/2022;25;0
1138;51;26;134;20230;4;4.50;3;320414;0;1;1;1;0;22/10/2022;20;1
1139;30;6;83;23101;4;3.40;1;322315;0;1;0;1;0;22/10/2022;25;0
1140;55;28;38;25616;3;1.00;2;324649;0;0;0;1;0;22/10/2022;15;0
1142;32;7;143;21365;3;2.90;3;321041;0;0;0;1;0;22/10/2022;10;1
1143;44;20;75;21335;4;1.90;1;320998;0;0;0;0;0;22/10/2022;25;0
1144;33;7;120;24022;1;3.20;3;322726;0;0;0;1;0;22/10/2022;10;1
1145;49;24;91;25822;1;2.80;2;324913;0;0;0;0;0;22/10/2022;20;0
1147;31;7;71;20034;1;0.10;1;320212;78;1;0;0;0;22/10/2022;20;0
1148;37;13;111;21367;1;0.80;2;321047;0;0;0;0;0;22/10/2022;10;0
1149;41;15;108;20034;1;5.20;1;320213;0;0;0;0;0;22/10/2022;15;0
1150;56;32;158;21763;1;7.40;1;321211;0;0;0;0;0;22/10/2022;10;0
1151;55;31;81;25521;3;2.67;1;324599;0;0;0;1;0;22/10/2022;20;0
1152;49;23;12;24720;2;0.10;3;324009;0;1;1;1;0;22/10/2022;25;0
1153;63;37;21;25831;2;0.40;1;324939;0;0;0;1;0;22/10/2022;20;0
1155;59;35;42;23555;1;1.80;3;322621;0;0;0;1;0;22/10/2022;25;0
1157;49;25;13;24305;4;0.20;1;323402;87;0;0;0;0;22/10/2022;25;0
1158;48;23;132;24228;1;0.60;1;323212;157;0;0;0;0;22/10/2022;25;0
1159;41;16;99;22660;1;1.00;3;322069;0;0;0;1;0;22/10/2022;15;0
1161;28;1;40;25134;1;2.00;2;324471;0;1;0;1;0;22/10/2022;20;0
1162;36;11;181;24302;3;1.40;1;323284;0;0;0;0;0;22/10/2022;10;1
1163;38;14;112;24501;2;2.20;1;323530;394;0;0;0;0;22/10/2022;10;0
1164;34;9;138;24720;2;7.80;1;324010;227;0;0;1;0;22/10/2022;15;0
1165;41;17;94;20071;3;3.80;2;320320;327;1;1;1;0;22/10/2022;10;1
1166;43;19;113;21203;1;1.70;1;320817;0;0;0;0;0;22/10/2022;25;0
1168;37;12;190;22354;2;3.00;1;321835;475;0;0;1;0;22/10/2022;20;0
1169;62;37;38;21706;1;1.10;3;321125;0;0;0;1;0;22/10/2022;15;0
1170;40;16;32;22110;1;1.40;3;321558;158;0;0;1;0;22/10/2022;25;0
1172;64;40;43;25014;1;1.90;2;324182;0;0;0;1;0;22/10/2022;25;0
1173;49;24;45;22104;3;1.70;2;321545;0;1;0;1;0;22/10/2022;10;0
1174;24;-1;35;24305;2;1.70;2;323403;0;0;0;0;0;22/10/2022;25;0
1177;29;3;103;20042;4;3.40;1;320257;0;0;0;1;0;22/10/2022;20;1
1178;28;3;71;20405;1;3.30;2;320566;149;1;1;1;0;22/10/2022;10;1
1179;33;7;14;24025;1;0.40;2;322766;98;0;0;1;0;22/10/2022;25;0
1182;25;0;65;20025;4;0.20;1;320106;0;1;0;0;0;22/10/2022;10;0
1185;34;9;71;20041;4;1.30;1;320247;0;0;0;1;0;22/10/2022;20;0
1186;43;19;31;24025;3;0.50;1;322767;0;0;0;0;0;22/10/2022;20;0
1187;62;38;43;24228;4;1.20;2;323213;0;0;0;1;0;22/10/2022;10;0
1188;61;36;24;24302;1;1.50;2;323285;87;1;0;0;0;22/10/2022;25;0
1190;42;17;115;22717;2;0.40;1;322144;0;0;0;1;0;22/10/2022;25;0
1191;39;15;168;23117;2;8.00;1;322423;152;1;0;0;0;22/10/2022;10;0
1195;29;3;41;24305;4;1.30;3;323405;0;0;0;1;0;22/10/2022;20;0
1196;32;7;123;22407;2;2.90;2;321871;0;0;0;1;0;22/10/2022;25;1
1197;37;13;71;24602;2;2.70;1;323792;94;0;0;1;0;22/10/2022;20;0
1199;40;14;42;24801;2;0.70;1;324133;101;0;0;1;0;22/10/2022;10;0
1200;29;4;62;22064;2;2.50;1;321498;184;0;0;1;0;22/10/2022;25;0
1201;36;12;22;22507;4;1.00;1;321887;91;1;0;1;0;22/10/2022;10;0
1202;35;8;38;25060;4;1.00;2;324363;0;0;0;1;0;22/10/2022;10;0
1203;35;11;24;25521;4;0.40;2;324600;0;0;0;0;0;22/10/2022;10;0
1204;62;37;50;21311;3;2.40;1;320881;0;0;0;1;0;22/10/2022;20;0
1205;26;1;190;21604;4;1.30;2;321093;197;0;0;1;0;22/10/2022;20;1
1206;32;7;94;21361;2;3.10;1;321037;0;0;0;1;0;22/10/2022;25;0
1207;63;37;165;25035;4;5.10;3;324267;0;0;0;0;0;22/10/2022;20;1
1211;50;24;84;23243;4;4.90;1;322489;0;0;0;1;0;22/10/2022;25;0
1212;61;36;131;22407;1;0.90;1;321872;0;0;0;1;0;22/10/2022;20;0
1213;34;8;44;21101;4;0.20;1;320735;0;0;0;0;0;22/10/2022;25;0
1214;27;2;78;23243;4;0.20;1;322490;87;0;0;0;0;22/10/2022;10;0
1215;61;36;15;22521;4;0.40;2;321909;0;0;0;0;0;22/10/2022;10;0
1217;50;25;84;21107;1;1.30;3;320769;0;1;0;1;0;22/10/2022;25;0
1218;44;20;122;24305;1;0.30;1;323406;0;0;0;1;0;22/10/2022;25;0
1219;62;36;98;22122;2;2.80;1;321651;0;0;0;0;0;22/10/2022;15;0
1220;45;18;80;22407;3;2.67;2;321873;0;0;0;0;0;22/10/2022;20;0
1221;41;17;165;24143;2;8.00;1;323144;0;0;0;1;0;22/10/2022;25;0
1223;61;37;20;20011;3;0.40;2;320021;94;0;0;0;0;22/10/2022;20;0
1224;45;19;11;26150;1;0.20;1;324992;91;0;0;0;0;22/10/2022;20;0
1225;59;35;45;24220;1;1.80;3;323186;0;0;0;1;0;22/10/2022;25;0
1226;30;6;118;24534;2;2.80;2;323633;0;0;0;0;0;22/10/2022;25;1
1228;39;13;30;22122;3;0.20;2;321652;0;0;0;0;0;22/10/2022;20;0
1229;56;30;45;22870;1;0.20;1;322246;98;0;0;0;0;22/10/2022;10;0
1230;56;32;80;24526;3;2.67;1;323594;0;0;0;1;0;22/10/2022;20;0
1233;43;19;84;22646;4;0.20;3;322033;297;0;0;1;0;22/10/2022;25;0
1234;53;29;22;23243;2;0.40;1;322491;0;0;0;1;0;22/10/2022;25;0
1236;54;28;60;24110;4;2.60;3;322984;0;0;0;0;0;22/10/2022;20;0
1237;31;6;81;25762;4;2.20;2;324809;116;0;0;1;0;22/10/2022;20;0
1239;28;2;63;21116;2;1.60;3;320789;0;0;0;1;0;22/10/2022;25;0
1241;52;27;15;21320;4;0.80;1;320907;101;0;0;0;0;22/10/2022;25;0
1243;29;4;44;21380;4;2.00;2;321058;0;0;0;1;0;22/10/2022;25;0
1244;34;10;110;22627;1;4.00;1;322001;0;0;0;1;0;22/10/2022;20;0
1246;46;21;41;24025;1;1.40;3;322768;128;0;0;1;0;22/10/2022;20;0
1247;48;22;59;21775;1;1.40;3;321255;241;0;0;1;0;22/10/2022;15;0
1248;52;28;39;24606;2;0.80;1;323806;0;0;0;1;0;22/10/2022;15;0
1249;44;19;35;24305;4;0.00;2;323407;0;0;0;1;0;22/10/2022;25;0
1251;47;20;81;24301;1;2.67;2;323261;0;0;0;1;0;22/10/2022;20;0
1252;39;13;31;25120;2;0.80;3;324422;0;0;0;0;0;22/10/2022;10;0
1253;42;17;93;22182;4;1.90;3;321774;0;0;0;0;0;22/10/2022;25;0
1254;57;33;45;22346;4;1.50;1;321823;204;0;0;1;0;22/10/2022;10;0
1257;31;7;20;22115;1;0.40;3;321568;0;0;0;1;0;22/10/2022;20;0
1260;52;27;35;25616;4;0.20;2;324650;0;0;0;1;0;22/10/2022;25;0
1262;63;39;84;24201;1;1.80;3;323174;0;0;0;0;0;22/10/2022;25;0
1263;26;1;53;24720;2;1.60;3;324013;0;0;0;1;0;22/10/2022;25;0
1264;35;5;85;22870;4;4.00;3;322247;0;0;0;1;0;22/10/2022;10;0
1265;58;33;138;24546;2;3.90;1;323690;0;0;0;1;0;22/10/2022;15;0
1266;32;2;71;25014;2;1.75;3;324183;108;0;0;0;0;22/10/2022;20;0
1268;50;23;23;24720;2;1.00;2;324014;0;1;0;0;0;22/10/2022;25;0
1269;34;9;62;22677;3;2.30;1;322103;0;0;0;0;0;22/10/2022;25;0
1272;28;4;94;22115;3;0.80;1;321569;236;0;0;1;0;22/10/2022;25;0
1273;64;39;83;25616;3;1.80;2;324651;0;0;0;1;0;22/10/2022;25;0
1275;62;37;61;23117;4;1.70;1;322424;0;0;0;0;0;22/10/2022;10;0
1276;27;2;92;25616;2;3.10;1;324652;178;0;0;1;0;22/10/2022;25;0
1278;45;20;194;22110;2;8.80;1;321559;428;0;0;0;0;22/10/2022;25;0
1280;48;22;84;20024;2;0.40;3;320051;145;0;0;0;0;22/10/2022;25;0
1281;65;40;98;25064;3;1.80;2;324388;333;0;0;0;0;22/10/2022;15;0
1282;39;15;52;22023;3;2.33;1;321327;0;0;0;1;0;22/10/2022;25;0
1284;30;6;64;24305;4;3.40;1;323409;117;0;0;0;0;22/10/2022;25;0
1285;65;40;128;20740;1;2.50;1;320660;162;0;0;1;0;22/10/2022;15;0
1288;42;18;54;24010;4;2.20;2;322703;0;0;0;0;0;22/10/2022;25;0
1289;63;38;129;21326;1;0.90;1;320949;366;0;0;1;0;22/10/2022;15;0
1290;46;21;82;24523;4;0.40;1;323585;0;0;0;0;0;22/10/2022;25;0
1291;62;38;100;20277;4;1.70;2;320526;0;0;0;1;0;22/10/2022;10;0
1292;58;34;44;24111;4;2.20;1;323003;0;1;0;0;0;22/10/2022;10;0
1296;42;17;28;22866;1;0.50;3;322228;90;0;0;0;0;22/10/2022;15;0
1297;30;6;80;22322;3;1.50;1;321807;219;0;0;1;0;22/10/2022;20;0
1298;61;35;90;25814;4;1.90;2;324855;0;0;0;1;0;22/10/2022;10;0
1300;50;25;14;25762;2;0.70;3;324810;0;1;0;1;0;22/10/2022;25;0
1301;61;36;23;21754;2;0.50;2;321207;103;0;0;1;0;22/10/2022;25;0
1303;42;16;38;24087;3;0.90;3;322915;0;0;0;0;0;22/10/2022;15;0
1304;29;5;112;24720;2;2.00;2;324016;382;1;0;0;0;22/10/2022;25;0
1306;32;6;28;24025;2;0.30;2;322769;88;0;0;1;0;22/10/2022;15;0
1310;38;14;71;25136;4;2.00;3;324491;0;0;0;0;0;22/10/2022;10;0
1311;62;36;21;25616;3;0.30;3;324653;0;0;0;0;0;22/10/2022;20;0
1312;37;11;35;20044;2;0.80;3;320265;125;0;0;0;0;22/10/2022;25;0
1314;52;27;78;22008;4;3.60;3;321302;141;0;0;1;0;22/10/2022;15;0
1315;32;6;73;24305;4;2.20;2;323410;0;0;0;0;0;22/10/2022;25;0
1316;49;25;53;25134;2;1.00;3;324472;181;0;0;0;0;22/10/2022;25;0
1317;28;3;51;24086;2;1.60;3;322909;123;0;0;0;0;22/10/2022;20;0
1318;55;30;40;25521;2;2.30;3;324601;0;0;0;1;0;22/10/2022;20;0
1319;52;26;178;24234;1;1.00;1;323235;0;0;0;0;0;22/10/2022;15;0
1321;31;7;192;20250;1;0.00;2;320478;0;0;0;1;0;22/10/2022;10;1
1322;27;3;123;25138;1;5.40;1;324504;0;0;0;0;0;22/10/2022;25;0
1324;52;26;45;21604;3;0.60;2;321094;0;0;0;0;0;22/10/2022;25;0
1325;52;28;15;25064;1;0.20;1;324389;0;0;0;1;0;22/10/2022;25;0
1326;50;24;79;24304;1;0.30;1;323342;120;0;0;1;0;22/10/2022;15;0
1327;32;5;63;20024;4;2.00;2;320052;0;1;0;1;0;22/10/2022;25;0
1328;61;35;30;24720;2;0.20;3;324017;0;0;0;1;0;22/10/2022;20;0
1330;28;4;32;20025;3;1.00;2;320108;0;0;0;0;0;22/10/2022;25;0
1332;31;7;84;22622;1;0.10;1;321983;0;0;0;1;0;22/10/2022;25;0
1333;31;5;21;24302;1;0.40;2;323286;0;0;0;1;0;22/10/2022;20;0
1334;62;38;99;25014;4;1.70;2;324184;0;0;0;1;0;22/10/2022;10;0
1335;47;22;35;24304;2;1.30;1;323343;0;0;0;1;0;22/10/2022;25;0
1337;36;12;42;23555;1;1.33;1;322622;0;0;0;1;0;22/10/2022;10;0
1338;26;0;179;22028;4;2.10;2;321395;0;0;0;0;0;22/10/2022;20;1
1339;51;27;42;20245;4;0.10;3;320436;0;0;0;0;0;22/10/2022;25;0
1340;52;25;180;24545;2;9.00;2;323679;297;0;0;1;0;22/10/2022;15;1
1341;35;11;82;24131;4;3.40;1;323107;0;0;0;0;0;22/10/2022;10;0
1342;42;16;55;21355;2;0.70;1;321018;149;0;0;0;0;22/10/2022;25;0
1343;36;12;79;20041;2;2.20;1;320248;0;0;0;1;0;22/10/2022;15;0
1345;49;25;93;23117;1;2.70;1;322425;0;1;0;1;0;22/10/2022;25;0
1346;57;32;23;22126;2;0.20;3;321694;0;0;0;0;0;22/10/2022;25;0
1347;44;20;50;25670;3;2.33;1;324769;200;0;0;0;0;22/10/2022;20;0
1348;60;34;85;21367;2;2.00;1;321048;0;0;0;1;0;22/10/2022;25;0
1349;38;14;35;25051;1;1.50;2;324290;97;0;0;1;0;22/10/2022;25;0
1350;26;2;171;23243;3;6.00;2;322492;0;0;0;1;0;22/10/2022;10;1
1353;51;27;20;20401;4;0.50;2;320545;0;0;0;1;0;22/10/2022;20;0
1355;35;10;179;21242;1;8.60;1;320841;357;0;0;0;0;22/10/2022;15;0
1356;61;37;48;21210;1;0.80;1;320823;158;0;0;1;0;22/10/2022;15;0
1357;42;16;74;20066;1;2.80;1;320310;0;0;0;1;0;22/10/2022;25;0
1358;55;29;53;25134;1;1.40;1;324473;0;0;0;0;0;22/10/2022;25;0
1360;64;40;171;20034;2;2.10;1;320214;433;0;0;0;0;22/10/2022;20;0
1361;54;28;85;22028;4;4.90;1;321396;0;0;0;1;0;22/10/2022;25;0
1362;50;26;38;25032;4;0.90;2;324230;0;0;0;1;0;22/10/2022;15;0
1364;32;8;79;22115;1;0.10;1;321570;0;0;0;0;0;22/10/2022;15;0
1365;44;19;69;22122;4;0.40;1;321653;0;0;0;0;0;22/10/2022;15;0
1367;60;34;33;21107;2;0.30;1;320771;101;0;0;1;0;22/10/2022;25;0
1369;46;21;40;24025;4;1.90;3;322770;122;0;0;1;0;22/10/2022;20;0
1370;57;33;43;21202;1;1.80;3;320807;0;0;0;0;0;22/10/2022;10;0
1371;30;5;20;24545;4;0.50;3;323680;117;0;0;0;0;22/10/2022;20;0
1372;58;32;65;25621;3;2.50;1;324749;222;0;0;1;0;22/10/2022;25;0
1373;39;13;139;25616;3;3.40;1;324655;483;0;0;1;0;22/10/2022;10;1
1374;60;35;135;22612;3;0.30;3;321948;0;0;0;1;0;22/10/2022;20;1
1375;59;34;84;24043;3;1.60;3;322829;0;0;0;1;0;22/10/2022;25;0
1377;63;39;45;22870;4;1.30;2;322248;86;0;0;0;0;22/10/2022;10;0
1378;27;3;109;23023;2;2.50;1;322292;0;0;0;1;0;22/10/2022;15;0
1379;54;29;34;23305;4;0.10;3;322559;0;0;0;1;0;22/10/2022;25;0
1380;62;37;162;25051;1;1.30;1;324291;0;0;0;1;0;22/10/2022;25;0
1381;60;34;105;22103;2;1.40;1;321535;0;0;0;1;0;22/10/2022;25;0
1382;38;12;22;21380;3;0.20;2;321059;0;0;0;1;0;22/10/2022;25;0
1384;65;41;105;25616;4;1.70;2;324656;230;1;0;1;0;22/10/2022;10;0
1385;55;31;62;21711;1;1.80;3;321147;0;0;0;1;0;22/10/2022;25;0
1387;27;3;72;25616;4;0.00;1;324657;0;0;0;1;0;22/10/2022;10;0
1389;52;28;25;20212;4;1.00;1;320388;0;0;0;0;0;22/10/2022;25;0
1390;45;15;20;24107;1;0.75;3;322972;0;0;0;1;0;22/10/2022;20;0
1392;44;18;84;21330;3;1.10;1;320961;0;0;0;0;0;22/10/2022;25;0
1394;62;37;55;25032;3;0.90;3;324232;0;0;0;1;0;22/10/2022;25;0
1396;47;23;190;22831;4;0.30;3;322203;305;0;0;0;0;22/10/2022;20;1
1397;42;18;43;21107;1;0.30;3;320772;158;0;0;0;0;22/10/2022;25;0
1398;65;41;45;25521;3;0.10;3;324602;0;0;0;1;0;22/10/2022;25;0
1399;42;18;141;23407;1;3.50;1;322583;0;0;0;0;0;22/10/2022;20;0
1400;40;16;69;22002;4;2.40;1;321272;0;0;0;1;0;22/10/2022;15;0
1401;32;8;78;20401;4;0.10;2;320546;0;0;0;1;0;22/10/2022;15;0
1402;40;15;84;24521;1;3.70;3;323573;0;0;0;1;0;22/10/2022;25;0
1403;55;29;172;25064;1;5.20;2;324390;0;0;0;0;0;22/10/2022;20;1
1405;58;28;75;22121;1;1.40;3;321614;0;0;0;1;0;22/10/2022;10;0
1408;63;39;101;24306;2;3.90;3;323505;294;0;0;1;0;22/10/2022;10;1
1409;40;14;129;20082;1;5.90;3;320342;0;0;0;1;0;22/10/2022;15;1
1410;41;17;63;20745;2;3.20;1;320674;0;0;0;0;0;22/10/2022;25;0
1411;60;35;44;22126;4;2.10;1;321695;0;0;0;0;0;22/10/2022;10;0
1413;59;33;100;25064;2;2.00;1;324391;127;0;0;0;0;22/10/2022;20;0
1414;48;24;12;20058;3;0.40;1;320282;0;0;0;0;0;22/10/2022;10;0
1415;59;33;68;24105;2;2.30;3;322951;128;1;0;1;0;22/10/2022;15;0
1416;33;8;48;24012;1;1.00;1;322710;212;0;0;1;0;22/10/2022;15;0
1417;40;15;82;23101;2;0.40;1;322316;0;0;0;0;0;22/10/2022;10;0
1418;42;18;52;24061;2;2.50;1;322834;0;0;0;0;0;22/10/2022;25;0
1422;42;17;54;24720;4;1.90;3;324019;164;0;0;0;0;22/10/2022;25;0
1424;55;30;64;20250;2;2.30;3;320479;0;0;0;0;0;22/10/2022;25;0
1425;29;3;92;24532;2;1.30;1;323623;287;0;0;1;0;22/10/2022;25;0
1427;37;11;60;26651;3;0.50;3;324997;0;0;0;1;0;22/10/2022;20;0
1429;25;-1;21;24583;4;0.40;1;323760;90;0;0;1;0;22/10/2022;10;0
1430;31;5;35;25064;1;0.60;3;324392;171;0;0;0;0;22/10/2022;25;0
1431;32;7;52;22660;2;0.10;1;322070;0;0;0;1;0;22/10/2022;25;0
1432;58;34;128;20058;1;7.40;1;320283;0;0;0;0;0;22/10/2022;15;0
1433;26;2;195;20245;1;6.33;1;320437;0;0;0;0;0;22/10/2022;25;0
1435;65;41;55;23106;2;1.10;1;322358;0;0;0;0;0;22/10/2022;25;0
1436;43;17;55;20266;1;0.20;1;320496;0;0;0;1;0;22/10/2022;25;0
1438;28;3;123;22007;1;0.80;1;321291;146;0;0;0;0;22/10/2022;25;0
1439;63;37;90;24105;4;1.90;2;322952;106;1;0;1;0;22/10/2022;10;0
1440;59;29;61;24025;1;1.40;3;322771;0;0;0;0;0;22/10/2022;20;0
1441;42;15;41;24610;3;2.50;2;323853;0;0;0;1;0;22/10/2022;20;0
1442;58;33;43;24720;2;1.60;3;324020;0;0;0;1;0;22/10/2022;25;0
1443;39;13;71;25822;3;0.10;1;324914;162;1;0;1;0;22/10/2022;20;0
1444;36;12;25;25051;4;1.00;1;324292;0;0;0;1;0;22/10/2022;10;0
1445;60;33;154;20740;1;3.00;2;320661;0;1;1;1;0;22/10/2022;20;1
1446;47;21;141;20025;1;2.40;1;320111;0;0;0;0;0;22/10/2022;20;0
1447;29;4;22;22661;2;0.90;3;322079;110;0;0;0;0;22/10/2022;25;0
1448;52;28;145;24131;2;6.80;1;323108;0;0;0;1;0;22/10/2022;25;0
1449;41;16;49;22122;3;0.50;3;321654;0;0;0;1;0;22/10/2022;15;0
1450;63;37;109;20740;1;2.00;1;320662;0;0;0;1;0;22/10/2022;15;0
1453;54;28;52;24102;4;2.50;1;322920;0;0;0;1;0;22/10/2022;25;0
1455;51;25;148;20024;1;1.00;1;320053;0;0;0;0;0;22/10/2022;15;0
1457;36;11;39;20025;4;1.70;1;320112;0;0;0;1;0;22/10/2022;10;0
1460;47;20;38;22115;3;2.50;2;321571;0;0;0;0;0;22/10/2022;10;0
1462;54;28;48;23022;1;0.20;1;322283;0;0;0;1;0;22/10/2022;15;0
1463;47;21;15;25207;4;0.60;3;324511;77;0;0;1;0;22/10/2022;25;0
1464;35;10;94;21343;1;0.00;1;321009;174;0;0;1;0;22/10/2022;25;0
1465;28;4;120;22333;2;0.60;1;321817;0;0;0;1;0;22/10/2022;20;0
1466;45;19;60;21211;1;0.70;3;320831;159;0;0;1;0;22/10/2022;20;0
1468;62;36;29;21107;2;0.70;3;320773;0;0;0;0;0;22/10/2022;15;0
1469;45;18;78;22122;3;2.67;2;321655;0;0;0;1;0;22/10/2022;15;0
1470;59;35;59;20005;4;1.20;2;320011;0;0;0;1;0;22/10/2022;10;0
1473;34;8;8;24710;3;0.10;2;323952;83;0;0;1;0;22/10/2022;15;0
1474;65;35;23;21711;1;1.50;3;321148;0;0;0;1;0;22/10/2022;25;0
1475;48;23;79;22124;2;3.80;3;321684;0;0;0;1;0;22/10/2022;15;0
1476;44;19;78;22064;2;3.80;3;321499;268;0;0;0;0;22/10/2022;15;0
1479;65;39;160;24803;4;3.80;1;324140;237;0;0;1;0;22/10/2022;25;1
1480;28;4;43;21304;1;1.00;3;320870;102;0;0;0;0;22/10/2022;25;0
1482;35;9;179;21125;2;0.00;1;320799;76;1;0;1;0;22/10/2022;15;0
1483;60;35;8;24143;1;0.10;1;323146;0;0;0;1;0;22/10/2022;15;0
1484;58;32;63;22717;1;1.60;1;322145;0;1;0;1;0;22/10/2022;25;0
1485;55;30;40;24126;2;2.30;3;323104;0;1;0;1;0;22/10/2022;20;0
1486;34;9;99;20245;4;2.20;2;320438;155;0;0;1;0;22/10/2022;15;0
1487;35;9;141;23022;2;4.50;2;322284;0;0;0;0;0;22/10/2022;20;1
1489;38;12;39;25825;2;0.30;1;324918;174;0;0;1;0;22/10/2022;10;0
1490;62;38;99;21604;4;1.70;2;321095;0;0;0;0;0;22/10/2022;10;0
